Ano;Código do Município;Município;"Valor adicionado bruto da Agropecuária, 
a preços correntes
(R$ 1.000)";"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)";Atividade com maior valor adicionado bruto;Atividade com segundo maior valor adicionado bruto;Atividade com terceiro maior valor adicionado bruto
2017;1501725;Brasil Novo;86126.36;240062.94;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;1501758;Brejo Grande do Araguaia;27151.65;80573.12;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;1501782;Breu Branco;131218.26;580409.23;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura
2017;1501808;Breves;44858.07;743333.93;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;1501907;Bujaru;307718.22;498798.54;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;1501956;Cachoeira do Piriá;42532.08;188109.99;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1502004;Cachoeira do Arari;58861.90;172484.21;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços
2017;1502103;Cametá;366372.22;1183560.83;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1502152;Canaã dos Carajás;65250.27;4089224.54;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;1502202;Capanema;25365.07;967492.94;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;1502301;Capitão Poço;100979.43;454008.71;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1502400;Castanhal;103397.46;3758254.90;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social
2017;1502509;Chaves;72241.79;181413.94;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Produção florestal, pesca e aquicultura
2017;1502608;Colares;13842.92;79043.91;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura
2017;1502707;Conceição do Araguaia;82466.85;559419.79;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;1502756;Concórdia do Pará;63210.81;292381.24;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1502764;Cumaru do Norte;188215.03;275438.07;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1502772;Curionópolis;65819.18;860117.95;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;1502806;Curralinho;418603.84;630977.85;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;1502855;Curuá;33175.22;120942.54;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços
2017;1502905;Curuçá;67560.83;276241.41;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;1502939;Dom Eliseu;151792.15;679845.38;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;1502954;Eldorado do Carajás;92792.85;359401.87;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
2017;1503002;Faro;9675.74;56499.12;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1503044;Floresta do Araguaia;103665.66;249651.00;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1503077;Garrafão do Norte;76960.94;242307.42;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1503093;Goianésia do Pará;98149.33;373555.45;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;1503101;Gurupá;50467.68;230595.82;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura
2017;1503200;Igarapé-Açu;58688.82;304515.63;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1503309;Igarapé-Miri;112592.23;376753.49;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1503408;Inhangapi;45083.83;114682.28;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1503457;Ipixuna do Pará;85130.34;541030.49;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas;Demais serviços
2017;1503507;Irituia;37908.39;217124.28;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1503606;Itaituba;182797.51;1770962.07;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas
2017;1503705;Itupiranga;211096.56;560443.38;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1503754;Jacareacanga;50137.17;327690.74;Administração, defesa, educação e saúde públicas e seguridade social;Construção;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1503804;Jacundá;61166.59;489216.72;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;1503903;Juruti;132981.73;1046267.31;Indústrias extrativas;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;1504000;Limoeiro do Ajuru;313834.55;453594.35;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;1504059;Mãe do Rio;24224.65;293011.77;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas
2017;1504109;Magalhães Barata;24009.07;75315.64;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura
2017;1504208;Marabá;376519.42;8599353.91;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social
2017;1504307;Maracanã;58194.23;219106.29;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1504406;Marapanim;49135.15;221402.13;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1504422;Marituba;1990.20;1788120.57;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;1504455;Medicilândia;320572.17;580793.05;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços
2017;1504505;Melgaço;25238.37;169796.05;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura
2017;1504604;Mocajuba;108751.36;306535.84;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Agricultura, inclusive apoio à agricultura e a pós colheita
2017;1504703;Moju;250742.94;892533.80;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1504752;Mojuí dos Campos;44153.56;155208.72;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1504802;Monte Alegre;256315.35;690212.79;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1504901;Muaná;92808.93;259935.05;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços
2017;1504950;Nova Esperança do Piriá;75369.83;215609.33;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1504976;Nova Ipixuna;33467.05;136994.54;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária
2017;1505007;Nova Timboteua;27834.47;122890.54;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços
2017;1505031;Novo Progresso;189926.81;608457.93;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária
2017;1505064;Novo Repartimento;271565.13;839945.57;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços
